1,3,4,5,7,8,6,2
"V","ZFA18800002544200","FIAT","PUNTO","0%","","","CR444MV"
"V","ZFA16900000244839","FIAT","PANDA","0%","","","CR453LJ"
"V","","FIAT","PANDA","0%","","","CR458430"
"V","","FIAT","PANDA","0%","","","CR464NJ"
"V","ZFA18800005316909","FIAT","PUNTO","0%","","","CR465MW"
"V","ZFA18700001136718","FIAT","SEICENTO","0%","","","CR479MZ"
"V","ZCFA75C0202449745","IVECO","EUROCARGO","0%","","","CR479NB"
"V","WF0VXXTTFV4D85960","FORD","TRANSIT","0%","","","CR482MS"
"V","VF1EM0C0H32411820","RENAULT","MEGANE","0%","","","CR489SG"
"V","ZCFC35A2005578372","IVECO","DAILY","0%","","","CR492LM"
"V","JTDKC183705081473","TOYOTA","YARIS","0%","","","CR497MY"
"V","ZAR93200000273587","ALFA ROMEO","156","0%","","","CR515MV"
"V","JTDKB20UX00113679","TOYOTA","PRIUS","0%","","","CR516MP"
"V","","IVECO","EUROCARGO","0%","","","CR520NA"
"V","ZFA18800000757814","FIAT","PUNTO","0%","","","CR521AY"
"V","WF0PXXBDFP4K68275","FORD","TRANSIT","0%","","","CR536BK"
"V","JF1SG5LK45G047338 ","SUBARU","FORESTER","0%","","","CR543LK"
"V","WAUZZZ8P45A110082","AUDI","A3","0%","","","CR543LN"
"V","ZFA18800002548354","FIAT","PUNTO","0%","","","CR546AV"
"V","WVWZZZ1KZ5B063135","VOLKSWAGEN","GOLF","0%","","","CR562DY"
"V","ZFA24400007291085","LAICA","ECOVIP H670","0%","","","CR581PP"
"V","","AIXAM","GT","0%","","","CR605MF"
"V","","FIAT","STILO","0%","","","CR622VL"
"V","ZAR93200000275026","ALFA ROMEO","156","0%","","","CR642GJ"
"V","WVWZZZ9NZ6Y174759","VOLKSWAGEN","POLO","0%","","","CR652LM"
"V","WBAAS71050FY47709","BMW","SERIE 3","0%","","","CR662VL"
"V","WAUZZZ8P65A008959","AUDI","A3","0%","","","CR667AZ"
"V","VF7FCHFXB27149462","CITROEN","C3","0%","","","CR672MN"
"V","WME4503321J136879","SMART","FORTWO","0%","","07/09/2004","CR673AV"
"V","VF1FC08AF32872995","RENAULT","KANGOO","0%","","24/11/2004","CR678ZD"
"V","","TOYOTA","RAV4","0%","","","CR681LL"
"V","ZFA18600002222441","FIAT","MULTIPLA","0%","","","CR682CF"
"V","ZFA16900000207604","FIAT","PANDA","0%","","","CR692VN"
"V","1C8GYN3785Y515641","CHRYSLER","VOYAGER","0%","","","CR694AE"
"V","W0L0AHL4858007295","OPEL","ASTRA","0%","","","CR697MN"
"V","ZFA35000000038678","FIAT","IDEA","0%","","","CR706MG"
"V","WAUZZZ8P25A010501","AUDI","A3","0%","","","CR722AW"
"V","ZFA35000000058775","FIAT","IDEA","0%","","20/10/2004","CR733MV"
"V","ZFA18800005319691","FIAT","PUNTO","0%","","29/04/2004","CR742WK"
"V","ZFA22300005292907","FIAT","DOBLO'","0%","","","CR746MV"
"V","ZFA16900000313233","FIAT","PANDA","0%","","","CR754LK"
"V","ZLA35000001000404","LANCIA","MUSA","0%","","","CR755YM"
"V","WBAUG31060PU05135","BMW","SERIE 1","0%","","","CR766LK"
"V","","AIXAM","GT","0%","","","CR773FA"
"V","ZLA35000001009191","LANCIA","MUSA","0%","","15/12/2004","CR788MZ"
"V","ZLA84300002117137","LANCIA","YPSILON","0%","","","CR796AV"
"V","","AIXAM","GT","0%","","","CR798RG"
"V","YV1UZA8VDL1557667","VOLVO","XC60","0%","","","CR816982"
"V","WF0WXXGBBW4L62835","FORD","MONDEO","0%","","","CR827KK"
"V","WVWZZZ1KZ5W163226","VOLKSWAGEN","GOLF","0%","","","CR827KX"
"V","","FIAT","PUNTO","0%","","","CR834MW"
"V","ZFA18700001108771","FIAT","SEICENTO","0%","","","CR854BB"
"V","","FIAT","MULTIPLA","0%","","","CR855LP"
"V","JAAN1R70L47101149","ISUZU","SERIE N ","0%","","","CR859LM"
"V","JTEHG20VX00085849","TOYOTA","RAV4","0%","","","CR862LP"
"V","WF0UXXTTPU4L40686","FORD","TRANSIT CONNECT","0%","","","CR877XG"
"V","VNKJV18330A371309","TOYOTA","YARIS","0%","","","CR884MY"
"V","VF33CNFUK83913420","PEUGEOT","307","0%","","","CR885NX"
"V","ZFA16900000222153","FIAT","PANDA","0%","","09/07/2004","CR886BD"
"V","ZFA16900000252712","FIAT","PANDA","40%","","29/11/2004","CR934MW"
"V","WAUZZZ4F75N029924","AUDI","A6","0%","","","CR940AV"
"C","WF0NXXTTFN6M23022","FORD","TRANSIT","100%","","","CR946LM"
"V","WF0LM2E404W408340","FORD","RANGER","0%","","","CR948LP"
"V","ZFA18700001137254","FIAT","SEICENTO","0%","","","CR949MZ"
"V","WVWZZZ1KZ4B090622","VOLKSWAGEN","GOLF","0%","","29/11/2004","CR962LJ"
"V","ZFA18800002556666","FIAT","PUNTO","0%","","","CR963MX"
"V","WAUZZZ8E25A035879","AUDI","A4","0%","","","CR963YK"
"V","ZFA18700001131007","FIAT","SEICENTO","0%","","","CR966MH"
"V","","FIAT","SEICENTO","0%","","","CR971VP"
"C","","IVECO","EUROCARGO","0%","","","CR978KC"
"V","ZLA84300002096872","LANCIA","YPSILON","0%","","","CR979MG"
"V","","NISSAN","ATLEON","0%","","","CR979NB"
"V","","ALFA ROMEO","147","0%","","","CR991YV"
"V","KMHBU51WP4U262899","HYUNDAI","GETZ","0%","","","CR997FB"
"V","","VOLKSWAGEN","KOMBI","0%","","","CRI027AC"
"V","ZFA25000002D18691","FIAT","DUCATO","0%","","","CRI142AF"
"C","ZFA25000002V49767","FIAT","DUCATO","0%","","","CRI173AI"
"V","ZFA25000002891261","FIAT","DUCATO","0%","","","CRI288AE"
"V","","FIAT","DUCATO","0%","","","CRI316AI"
"V","ZFA26300006114246","FIAT","DOBLO'","0%","","","CRI333AH"
"V","VR3ECYHT2NN538280","PEUGEOT","RIFTER","0%","","","CRI340AI"
"V","ZFA25000002F06082","FIAT","DUCATO","0%","","","CRI345AF"
"V","ZFA25000002F06088","FIAT","DUCATO","0%","","","CRI346AF"
"V","","FIAT","DUCATO","0%","","","CRI352AF"
"C","VF3YC3MFB12D74953","PEUGEOT","BOXER","0%","","","CRI388AF"
"V","VF1KW27B550487855","RENAULT","KANGOO","0%","","","CRI389AD"
"V","ZFA25000001527375","FIAT","DUCATO","0%","","","CRI445AA"
"V","ZFA25000002R81718","FIAT","DUCATO","0%","","","CRI505AH"
"V","","RENAULT","MASTER","0%","","","CRI5469"
"V","VF3YCUMFB12A30448","PEUGEOT","BOXER","0%","","","CRI547AE"
"V","ZFA22300005659378","FIAT","DOBLO'","0%","","10/03/2009","CRI653AA"
"V","ZFA25000002T39413","FIAT","DUCATO","0%","","","CRI673AH"
"V","ZFA25000001612037","FIAT","DUCATO","0%","","","CRI692AA"
"C","","FIAT","DOBLO'","0%","","","CRI694AA"
"C","TSMEYB91S00545141","SUZUKI","SX4","0%","","","CRI775AB"
"V","","FIAT","DUCATO","0%","","","CRI779AE"
"V","VF3YCPMFB12808361","PEUGEOT","BOXER","0%","","","CRI820AD"
"V","UU1DJF00668395540","DACIA","SANDERO","0%","","","CRI885AH"
"V","JTMRHREV40D022200","TOYOTA","RAV4","0%","","","CRI969AD"
"V","","IVECO","DAILY","0%","","","CRIA167B"
"V","VF1JDAJD532279791","RENAULT","MASTER","0%","","","CRIA340B"
"V","ZFA22300005284552","FIAT","DOBLO'","0%","","","CRIA465B"
"V","ZFA24400007489430","FIAT","DUCATO","0%","","","CRIA547B"
"V","ZFA22300005389677","FIAT","DOBLO'","0%","","","CRIA664C"
"V","","AIXAM","GT","0%","","","CRISTEA DANIELA"
"V","","CITROEN","C CROSSER","0%","","","CROSS"
"V","1C8GYN3725Y530068","CHRYSLER","VOYAGER","0%","","","CS000AR"
"V","VNKJV18340A404348","TOYOTA","YARIS","0%","","","CS000XN"
"V","WMWRE31060TD34203V","MINI","COOPER","0%","","","CS034RL"
"V","WAUZZZ8P35B007200","AUDI","A3","0%","","","CS038WX"
"V","VN1F9BNH528109736","OPEL","MOVANO","0%","","07/12/2004","CS046AS"
"V","ZFA18800004901033","FIAT","PUNTO","0%","","","CS048AT"
"V","JMZGY19R201190204","MAZDA","6","0%","","05/01/2005","CS050JM"
"V","","FIAT","SEICENTO","0%","","","CS051VM"
"V","W0L0XCF0854082269","OPEL","CORSA","0%","","","CS060AS"
"V","WDB9702271K974169","MERCEDES","184","0%","","","CS060WM"
"V","WVWZZZ9NZ5Y136589","VOLKSWAGEN","POLO","0%","","08/03/2005","CS060XV"
"V","","FIAT","PUNTO","0%","","","CS061ZZ"
"V","MPATFS77H5H511419 ","ISUZU","DMAX","0%","","","CS063WY"
"V","","ALFA ROMEO","147","0%","","","CS066AD"
"V","WAUZZZ8P35A125687","AUDI","A3","0%","","","CS071XV"
"V","WVWZZZ1KZ5B117179","VOLKSWAGEN","GOLF","0%","","19/04/2005","CS076YT"
"V","WBAAT71070KU01825","BMW","SERIE 3","0%","","","CS079XN"
"V","KLA0M11CD5C037560","DAEWOO","MATIZ","0%","","","CS085AL"
"V","VF7FC8HXB27165031","CITROEN","C3","0%","","08/11/2004","CS092AE"
"V","","LANCIA","YPSILON","0%","","","CS092AJ"
"V","JF1SG5LK44G035406","SUBARU","FORESTER","0%","","","CS100EM"
"V","","AIXAM","GT","0%","","","CS101XC"
"V","VF7CH9HYB39839419","CITROEN","XSARA PICASSO","0%","","","CS111XR"
"V","WVWZZZ1KZ5B063276","VOLKSWAGEN","GOLF","0%","","16/03/2005","CS125WN"
"V","VF1FDBUH632658031","RENAULT","MASTER","0%","","","CS133LK"
"V","","AIXAM","GT","0%","","","CS144RR"
"V","","AIXAM","GT","0%","","","CS151AJ"
"V","WF0HXXGAJH5M77889","FORD","FIESTA","0%","","","CS156RJ"
"V","ZFA35000000066174","FIAT","IDEA","0%","","","CS173AH"
"V","KLA4M11CD5C038223","CHEVROLET","MATIZ","0%","","","CS175XL"
"V","TSMMHX51S00170447 ","SUZUKI","IGNIS","0%","","","CS195XD"
"V","VF1CBR8EF32234884","RENAULT","CLIO","0%","","","CS196LG"
"V","ZLA84300002111942","LANCIA","YPSILON","0%","","","CS202AR"
"V","WVWZZZ1KZ5P078008","VOLKSWAGEN","GOLF","0%","","","CS202WN"
"V","WVWZZZ1JZ4W113550","VOLKSWAGEN","GOLF","0%","","13/01/2005","CS210RK"
"V","ZFA22300005298728","FIAT","DOBLO'","0%","","","CS212WS"
"V","JF1SG5LK45G048883 ","SUBARU","FORESTER","0%","","","CS216LF"
"V","VF7FCHFXB27270688","CITROEN","C3","0%","","","CS227XR"
"V","WVWZZZ1KZ5B058109","VOLKSWAGEN","GOLF","0%","","23/12/2004","CS229AV"
"V","WMWRA31060TA69004","MINI","ONE","0%","","","CS240WX"
"V","VF7LC9HYB74181751","CITROEN","C4","0%","","","CS240XL"
"V","WBAUE51060PZ20394","BMW","SERIE 1","0%","","30/03/2007","CS245VP"
"V","ZLA84300002092313","LANCIA","YPSILON","0%","","28/02/2005","CS247RF"
"V","WDB2110161A697236","MERCEDES","CLASSE E","0%","","","CS249XD"
"V","WVGZZZ1TZ5W105579","VOLKSWAGEN","TOURAN","0%","","07/04/2005","CS262XK"
"V","ZFA18800000773788","FIAT","PUNTO","0%","","","CS269XM"
"V","ZLA84300002134731","LANCIA","YPSILON","0%","","","CS271RF"
"V","VF7PNCFAC89140523","CITROEN","C1","0%","","","CS272VR"
"V","WBAAS71040FX73747","BMW","SERIE 3","0%","","","CS276XG"
"V","","AUDI","A3","0%","","","CS277AV"
"V","","MERCEDES","CLASSE A","0%","","","CS279WX"
"V","WVGZZZ1TZ4W168639","VOLKSWAGEN","TOURAN","0%","","","CS286AV"
"V","WVWZZZ7MZ4V016095","VOLKSWAGEN","SHARAN","0%","","","CS28BAI"
"V","WVWZZZ1KZ5B061358","VOLKSWAGEN","GOLF","0%","","","CS299PL"
"V","VNKJV18310A414397","TOYOTA","YARIS","0%","","","CS301XL"
"V","WAUZZZ8P65A035935","AUDI","A3","0%","","","CS308RF"
"V","ZFA22300005375124","FIAT","DOBLO'","0%","","","CS309VJ"
"V","VSEFJB53C00100170","SUZUKI","JIMNY","0%","","04/02/2005","CS335WL"
"V","WDB2093161F151341","MERCEDES","CLK","0%","","","CS336LN"
"V","","BMW","SERIE 1","0%","","","CS338XP"
"V","ZFA19900000047250","FIAT","GRANDE PUNTO","0%","","","CS339VJ"
"V","SJNFDAE11U1136630","NISSAN","NOTE","0%","","06/06/2007","CS341VR"
"V","WF05XXGCD54T72883","FORD","FOCUS","0%","","","CS367XJ"
"V","ZAR93700005178245","ALFA ROMEO","147","0%","","","CS371XS"
"V","ZFA16900000343879","FIAT","PANDA","0%","","09/02/2005","CS374XD"
"C","","AIXAM","GT","100%","","","CS375RJN"
"C","ZCFA1EF1202433826","IVECO","EUROCARGO","100%","","","CS375RN"
"V","","FIAT","STILO","0%","","","CS377WZ"
"V","","LANCIA","YPSILON","0%","","","CS381AR"
"V","","AIXAM","GT","0%","","","CS382XN"
"V","WVGZZZ1TZ5W002223","VOLKSWAGEN","TOURAN","0%","","","CS385RF"
"V","ZFA19200000518124","FIAT","STILO","0%","","","CS397WV"
"V","WMWRH31090TF70108","MINI","COOPER","0%","","","CS398XA"
"V","W0L0XCF0856027402","OPEL","CORSA","0%","","","CS399PR"
"V","","FIAT","STILO","0%","","01/11/2004","CS403HC"
"V","WVWZZZ1KZ4P050382","VOLKSWAGEN","GOLF","0%","","","CS409AL"
"V","","FIAT","DOBLO'","0%","","","CS409RG"
"V","1J4G6E8524W307841","JEEP","CHEROKEE","0%","","","CS409WS"
"V","ZFA16900000232080","FIAT","PANDA","0%","","","CS424XD"
"V","WVWZZZ1KZ4P009713","VOLKSWAGEN","GOLF","0%","","","CS426AV"
"V","W0L0TGF7552073205","OPEL","ZAFIRA","0%","","","CS434WW"
"V","W0L0XCE7554021932","OPEL","MERIVA","0%","","","CS439XB"
"V","","LANCIA","YPSILON","0%","","","CS443EM"
"V","","AIXAM","GT","0%","","","CS454TT"
"V","ZAR93700005160912","ALFA ROMEO","147","0%","","","CS457AK"
"C","W0LF7BDD64Y702346","OPEL","VIVARO","100%","","","CS462NC"
"V","","IVECO","DAILY","0%","","","CS482RN"
"V","ZLA35000001015440","LANCIA","MUSA","0%","","","CS484XF"
"V","","FIAT","PUNTO EVO","0%","","","CS493XS"
"V","ZFA25000002415625","FIAT","DUCATO","0%","","","CS497AS"
"V","ZLA84300002129910","LANCIA","YPSILON","0%","","","CS503WZ"
"V","W0L0HAF686G113414","OPEL","AGILA","0%","","","CS509VM"
"V","VNKKV18380A359998","TOYOTA","YARIS","0%","","","CS514EM"
"V","VNKJL18340A165664","TOYOTA","YARIS","0%","","","CS518XJ"
"V","WVWZZZ1KZ5W537482","VOLKSWAGEN","GOLF","0%","","","CS521WN"
"V","LUCGE375053203294","HONDA","JAZZ","0%","","30/05/2006","CS524VJ"
"V","VWANBFTK043420756","NISSAN","ATLEON","0%","","","CS525WM"
"V","XMCXNZ39A5F033299 ","MITSUBISHI","COLT","0%","","","CS527AP"
"V","WVGZZZ1TZ4W061551","VOLKSWAGEN","TOURAN","0%","","","CS535XD"
"V","","FIAT","PANDA","0%","","","CS539AM"
"V","ZLA35000001010229","LANCIA","MUSA","0%","","27/12/2004","CS541AR"
"V","KMHBT51GP4U282476","HYUNDAI","GETZ","0%","","","CS542AD"
"V","ZFA17900013194598","FIAT","ULYSSE","0%","","","CS548AK"
"V","WV1ZZZ2KZ5X051553","VOLKSWAGEN","CADDY","0%","","","CS548RJ"
"V","WVWZZZ1KZ5W539292","VOLKSWAGEN","GOLF","0%","","","CS563WN"
"V","","LANCIA","MUSA","0%","","","CS564WV"
"V","WVWZZZ1KZ5B033017","VOLKSWAGEN","GOLF","0%","","","CS570WN"
"V","ZFA16900000309603","FIAT","PANDA","0%","","","CS571AM"
"V","WVWZZZ1KZ5P037792","VOLKSWAGEN","POLO","0%","","","CS572JP"
"V","VF33H9HZC83851356","PEUGEOT","307","0%","","03/11/2004","CS579AG"
"V","JTEHG20V700076400","TOYOTA","RAV4","0%","","","CS587XC"
"V","VF32C8HZF44488057","PEUGEOT","206","0%","","24/01/2005","CS587XG"
"V","","FIAT","PUNTO","0%","","","CS588AL"
"V","W0L0TGF7552082058","OPEL","ZAFIRA","0%","","","CS590XC"
"V","W0LF7ACA65Y707788","OPEL","VIVARO","0%","","","CS590YE"
"V","JF1SG5LK43G006730","SUBARU","FORESTER","0%","","30/10/2002","CS603PH"
"V","ZFA18800002558105","FIAT","PUNTO","0%","","","CS633JJ"
"C","ZFA17800002432661","FIAT","STRADA","100%","","","CS637XL"
"V","VF1JMRG0632665209","RENAULT","SCENIC","0%","","","CS660XM"
"V","WMWRA31030TA74466","MINI","ONE","0%","","","CS665PS"
"V","VNKKL18350A155844","TOYOTA","YARIS","0%","","","CS666WX"
"V","ZFA16900000303149","FIAT","PANDA","0%","","","CS668XG"
"V","ZFA19200000532500","FIAT","STILO","0%","","","CS670ZY"
"C","VWASBFTL043808640 ","NISSAN","CABSTAR","0%","","","CS694XY"
"V","JHMGD57305S222204","HONDA","JAZZ","0%","","","CS694ZK"
"V","WF0DXXGAJD4T73702","FORD","FIESTA","0%","","","CS697XS"
"V","JN1TENT30U0105655","NISSAN","XTRAIL","0%","","","CS699AF"
"V","ZFA22300005308872","FIAT","DOBLO'","0%","","","CS699AR"
"V","WAUZZZ8EX5A463425","AUDI","A4","0%","","","CS703PR"
"V","","AIXAM","GT","0%","","","CS728GV"
"V","","PEUGEOT","206","0%","","","CS733AF"
"V","VF7FCKFVB27244136","CITROEN","C3","0%","","","CS735XJ"
"V","WF0HXXWPJH5M43749","FORD","FIESTA","0%","","","CS739XN"
"V","ZFA22300005308544","FIAT","DOBLO'","0%","","","CS752XA"
"V","ZFA35000000085026","FIAT","IDEA","0%","","","CS755XM"
"V","W0L0HAF684G070271","OPEL","AGILA","0%","","","CS767RL"
"V","ZLA84300002125327","LANCIA","YPSILON","0%","","","CS775RM"
"V","JTDKC183205088508","TOYOTA","YARIS","0%","","25/02/2005","CS779RM"
"V","WVWZZZ3BZ5P008178","VOLKSWAGEN","PASSAT","0%","","","CS782WN"
"V","WF0HXXGAJH4S20069","FORD","FIESTA","0%","","","CS786AM"
"V","","FIAT","PANDA","0%","","24/03/2015","CS790XM"
"C","","FIAT","DUCATO","100%","","","CS796WK"
"V","","FIAT","PANDA","0%","","","CS812WT"
"V","VNKJC18390A032852","TOYOTA","YARIS","0%","","","CS821PR"
"V","","AIXAM","GT","0%","","","CS825XH"
"V","WVWZZZ1KZ5W546404","VOLKSWAGEN","GOLF","0%","","","CS832WN"
"V","WVWZZZ1KZ5B059907","VOLKSWAGEN","GOLF","0%","","","CS839AV"
"V","JMZNB2WPJN4Y63091 ","MAZDA","2","0%","","","CS842XD"
"V","ZFA18800000980019","FIAT","PUNTO","0%","","","CS847VH"
"V","WF0MXXGCDM4T61173 MOTORE","FORD","C-MAX","0%","","","CS847XD"
"V","WVWZZZ9NZ5Y080230","VOLKSWAGEN","POLO","0%","","","CS862AN"
"V","","FIAT","IDEA","0%","","","CS869WY"
"V","","TOYOTA","RAV4","0%","","","CS870AK"
"V","WDB1680091J989103","MERCEDES","CLASSE A","0%","","14/01/2005","CS871HM"
"V","ZCFA80D1202451894","IVECO","EUROCARGO","0%","","","CS900WL"
"V","WDB2110061A543972","MERCEDES","CLASSE E","0%","","","CS909RV"
"V","KL10M11CD5C083520","DAEWOO","MATIZ","0%","","","CS914ZF"
"V","ZFA16900000273022","FIAT","PANDA","0%","","28/10/2004","CS922AG"
"V","WAUZZZ8Z54N022506","AUDI","A2","0%","","","CS928JH"
"V","ZAR93200001365243","ALFA ROMEO","156","0%","","","CS942WR"
"V","ZFA16900000485778","FIAT","PANDA","0%","","","CS959VR"
"V","ZLA35000001016937","LANCIA","MUSA","0%","","15/02/2005","CS971XB"
"V","VF1BR1F0H37389899","RENAULT","CLIO","0%","","","CS972VH"
"V","ZLA84300002111775","LANCIA","YPSILON","0%","","","CS978RG"
"V","VF7FCKFVB27205068","CITROEN","C3","0%","","","CS987WF"
"V","JDAJ211G001002833","DAIHATSU","TERIOS","0%","","","CS988VN"
"V","WVWZZZ9NZ5Y157581","VOLKSWAGEN","POLO","0%","","","CS988XT"
"V","","AIXAM","GT","0%","","","CS990XA"
"V","WF0DXXGAJD5J10972","FORD","FIESTA","0%","","","CS995XS"
"V","WF0MXXGBWM6G70901","FORD","GALAXY","0%","","","CS998VM"
"V","ZFA16900000416412","FIAT","PANDA","0%","","","CT012WP"
"V","VF7FCNFUC27298658","CITROEN","C3","0%","","16/06/2005","CT044WP"
"C","VF7GJRHYK93230354","CITROEN","BERLINGO'","100%","","","CT046WP"
"V","JSAFJB43V00302079","SUZUKI","JIMNY","0%","","16/11/2015","CT073FR"
"V","","AIXAM","GT","0%","","","CT075EG"
"V","VF654ANA000006305","RENAULT","MASTER","0%","","","CT077FL"
"V","","FIAT","PUNTO","0%","","","CT082EJ"
"V","WVWZZZ1KZ4W069030","VOLKSWAGEN","GOLF","0%","","","CT083EG"
"V","WVWZZZ1KZ4W020826","VOLKSWAGEN","GOLF","0%","","","CT116FZ"
"V","ZFA18800005332133","FIAT","PUNTO","0%","","","CT136LX"
"C","WDB9634031L794738","MERCEDES","ACTROS","100%","","14/10/2013","CT144JF"
"V","ZFA18800004921724","FIAT","PUNTO","40%","","23/03/2005","CT146EN"
"V","WMWRB11060TK36850","MINI","ONE","0%","","","CT149YJ"
"V","TSMMHX51S00219208 ","SUZUKI","IGNIS","0%","","","CT179FN"
"V","WDB2304671F098488","MERCEDES","CLASSE SL","0%","","","CT201TG"
"V","VF7JM8HZB97223568","CITROEN","C2","0%","","02/03/2005","CT222WA"
"V","VNKJC183X0A028499","TOYOTA","YARIS","0%","","","CT235EJ"
"V","VF1KMRG0633536464","RENAULT","SCENIC","0%","","25/05/2005","CT250FA"
"V","WVWZZZ3CZ6E185832","VOLKSWAGEN","PASSAT","40%","","","CT250FS"
"V","W0LF7ABA55Y708161","OPEL","VIVARO","0%","","","CT263PP"
"V","JMZNB2WPJN5U29921","MAZDA","2","0%","","","CT272EP"
"V","ZFA18800004906281","FIAT","PUNTO","0%","","","CT314ML"
"V","","LANCIA","YPSILON","0%","","","CT317FP"
"V","YV1MW753162156219","VOLVO","V50","0%","","","CT324LP"
"V","","MERCEDES","184","0%","","","CT345EP"
"V","WVWZZZ1KZ5W527645","VOLKSWAGEN","GOLF","0%","","07/04/2005","CT365EP"
"V","","AIXAM","GT","0%","","","CT376EG"
"V","","AIXAM","GT","0%","","","CT376FM"
"V","JMZNE2WPJN5U17186","MAZDA","2","0%","","23/03/2005","CT381ND"
"V","VF7FC8HZC27357899","CITROEN","C3","0%","","","CT414WV"
"V","JTEHG20V606073906","TOYOTA","RAV4","0%","","","CT445EJ"
"V","","AIXAM","GT","0%","","","CT454RA"
"V","","AIXAM","GT","0%","","","CT454TT"
"V","W0L0XCF2553037450","OPEL","COMBO","0%","","","CT469PM"
"V","WDB2032081F692927","MERCEDES","CLASSE C","0%","","21/03/2005","CT472AD"
"V","VNKKL18370A214635","TOYOTA","YARIS","0%","","","CT499WK"
"V","VF32D9HZA44767159","PEUGEOT","206","0%","","","CT499WW "
"V","WV2ZZZ2KZ5X061435","VOLKSWAGEN","CADDY","0%","","","CT537ZB"
"V","VF7GBWJYB94165110","CITROEN","BERLINGO'","0%","","","CT547EN"
"V","JDAJ102G000563187 ","DAIHATSU","TERIOS","0%","","","CT561WM"
"V","WF0GXXPSSG4S31883","FORD","GALAXY","0%","","","CT571LE"
"V","ZFA22300005341165","FIAT","DOBLO'","0%","","","CT577WN"
"V","WAUZZZ8E96A031930","AUDI","A4","0%","","","CT590WH"
"V","WVGZZZ1TZ5W149804","VOLKSWAGEN","TOURAN","0%","","","CT599ZE"
"V","WVWZZZ9NZ6D025147","VOLKSWAGEN","POLO","0%","","","CT602XA"
"V","VNKJV18300A422913","TOYOTA","YARIS","0%","","","CT607EP"
"V","","VOLKSWAGEN","POLO","0%","","","CT633EY"
"V","VNKJV18330A413297","TOYOTA","YARIS","0%","","","CT669EY"
"V","W0L0XCE7554167082","OPEL","MERIVA","0%","","","CT683BJ"
"V","WAUZZZ8E45A568722","AUDI","A4","0%","","","CT691WN"
"C","WF0AXXTTFA5J21416","FORD","TRANSIT","100%","","","CT695EH"
"V","","VOLKSWAGEN","POLO","0%","","02/03/2005","CT736EN"
"V","KMHSC81VP5U928403","HYUNDAI","SANTA FE'","0%","","","CT752WW"
"V","","FIAT","128","0%","","","CT769EN"
"V","","AIXAM","GT","0%","","","CT820ZF"
"V","W0L0XCE7554108743","OPEL","MERIVA","0%","","","CT825CW"
"V","VF33ERHRH83490053","PEUGEOT","307","0%","","","CT833EL"
"V","WVWZZZ1KZ5B092567","VOLKSWAGEN","GOLF","0%","","","CT843EH"
"V","WVWZZZ3CZ6E161077","VOLKSWAGEN","PASSAT","0%","","","CT858XD"
"V","W0L0AHL4855187620","OPEL","ASTRA","0%","","01/06/2005","CT860FA"
"V","","BREMACH ","GR35","0%","","","CT908461"
"V","","ISUZU","SERIE N ","0%","","","CT912FT"
"V","VF1JM0J0H33938844","RENAULT","SCENIC","0%","","","CT912WP"
"V","SB1KC20E20F004382","TOYOTA","COROLLA","0%","","","CT917WG"
"V","ZFA35000000062736","FIAT","IDEA","0%","","","CT920FJ"
"V","ZFA16900000357919","FIAT","PANDA","0%","","11/03/2005","CT928EN"
"V","ZFA18800005405844","FIAT","PUNTO","0%","","","CT934FR"
"V","MPATFS77H5H562341 ","ISUZU","DMAX","0%","","","CT957FT"
"V","","AIXAM","GT","0%","","","CT963KZ"
"V","ZFA16900000439170","FIAT","PANDA","0%","","","CT969WH"
"V","ZFA18800005335195","FIAT","PUNTO","0%","","","CT975AY"
"V","WAUZZZ4E95N012341","AUDI","A8","40%","","25/01/2005","CT986KY"
"V","VF7JM8HZC97295859","CITROEN","C2","0%","","","CT986WS"
"V","VF33CRHRH83950144","PEUGEOT","307","0%","","","CT990PM"
"V","","ALFA ROMEO","147","0%","","","CT990PX"
"V","ZCFA1GD0002324053","IVECO","EUROCARGO","0%","","","CV005CV"
"V","ZCFC3582005540389","IVECO","DAILY","0%","","","CV017MB"
"V","WV1ZZZ7HZ4H066620","VOLKSWAGEN","TRANSPORTER","0%","","","CV034MB"
"V","WVWZZZ1KZ6B005195","VOLKSWAGEN","GOLF","0%","","","CV035PT"
"V","ZFA18800000789251","FIAT","PUNTO","0%","","","CV041AW"
"V","WVWZZZ1KZ5B085802","VOLKSWAGEN","GOLF","0%","","","CV046DS"
"V","ZFA18800004964114","FIAT","PUNTO","0%","","","CV052KC"
"V","ZLA84300002140955","LANCIA","YPSILON","0%","","","CV061JN"
"V","VF7CH9HYB39848079","CITROEN","XSARA PICASSO","0%","","","CV070JG"
"V","ZFA16900000376901","FIAT","PANDA","0%","","","CV078JY"
"V","","FIAT","MULTIPLA","0%","","","CV090JT"
"V","WJME2NSJ00C144503","IVECO","MAGIRUS","0%","","","CV109KM"
"V","ZLA35000001020679","LANCIA","MUSA","0%","","29/03/2005","CV110JC"
"V","WJMS3TUS20C148853","IVECO","TRAKKER","0%","","","CV121KM"
"V","","FIAT","500","0%","","","CV123BN"
"V","","FIAT","DOBLO'","0%","","","CV124KK"
"V","ZFA18600002249976","FIAT","MULTIPLA","0%","","","CV128KC"
"V","WF0UXXGAJU5A30885","FORD","FUSION","0%","","","CV139KR"
"V","","AIXAM","GT","0%","","","CV142JD"
"V","ZLA84300002122132","LANCIA","YPSILON","0%","","","CV181JN"
