1,2,5,7,9,4,6,8,3,10
"AGTORINO 59697 ","59697 ","TORINO ","  ","0113358201","","","","AGENZIA MONGINEVRO SRN",""
"AGMONCALIERI 4 PICCOLO","PICCOLO","MONCALIERI 4 ","  ","0116807014","","","","AGENZIA PICCOLO",""
"AGVENARIA REALE 2 5094","5094","VENARIA REALE 2 ","  ","0114591089","","","","AGENZIA PRINCIPALE DI VENARIA",""
"AGCAVA DE' TIRRENI 172","172","CAVA DE' TIRRENI ","  ","89462549","","","","AGENZIA VITTORIA ASSICURAZIONI-SANTORIELLO ASSICURAZIONI SRL",""
"AGACQUI TERME016","016","AGRIGENTO","  ","","","","","AGRIGENTO",""
"AGAGRIGENTO8103","8103","AGRIGENTO","  ","092223738","","","","AGRIGENTO CENTRO",""
"AGAGROPOLI073","073","AGROPOLI","  ","0974825751","","","","AGROPOLI",""
"AGCARMAGNOLA1622","1622","CARMAGNOLA","  ","011971472","","","","AIC SRL",""
"AGALBAL0076","L0076","ALBA","  ","0173440482","","","","ALBA",""
"AGALBA002","002","ALBA","  ","","","","","ALBA",""
"AGALBA017","017","ALBA","  ","0173441286","","","","ALBA",""
"AGALBA2720","2720","ALBA","  ","0173284190","","","","ALBA",""
"AGALBA44325","44325","ALBA","  ","0173284938","","","","ALBA",""
"AGALBA2192","2192","ALBA","  ","0173440718","","","","ALBA",""
"AGALBA1166","1166","ALBA","  ","","","","","ALBA",""
"AGALBA 2 14X","14X","ALBA 2 ","  ","0173 441212","","","","ALBA  ",""
"AGALBA0310","0310","ALBA","  ","0173441280","","","","ALBA",""
"AGALBA52248","52248","ALBA","  ","0173 440378","","","","ALBA",""
"AGALBA301","301","ALBA","  ","0173 284085","","","AG301@AXA-AGENZIE.IT","ALBA",""
"AGALBA103","103","ALBA","CN","0173 280404","VIA OGNISSANTI, 30","12051","","ALBA",""
"AGALBA90","90","ALBA","  ","0173440528","","","","ALBA 90",""
"AGALBA39095","39095","ALBA","  ","0173440528","","","","ALBA 90",""
"AGALBA004","004","ALBA","  ","0173284164","","","CN501@AGENZIAZURICH.IT","ALBA C.SO PIAVE",""
"AGALBA132","132","ALBA","  ","0173440134","","","ALBA.132@AGENZIE.ITALIANA.IT","ALBA CENTRO ",""
"AGALBA 2 132","132","ALBA 2 ","  ","0173440134","","","","ALBA CENTRO",""
"AGALBARLS","RLS","ALBA","  ","0173229109","","","","ALBA COPPINO",""
"AGALBAT05","T05","ALBA","  ","0173363051","","","","ALBA CORTI DEL VIVARO",""
"AGALBAIF0","IF0","ALBA","  ","0173283888","","","","ALBA CRISTO RE",""
"AGALBA CRISTO RE3051","3051","ALBA CRISTO RE","  ","0173284144","","","","ALBA CRISTO RE",""
"AGALBA CRISTO RE0 2 1 ","0 2 1 ","ALBA CRISTO RE","  ","0173293491","","","","ALBA CRISTO RE",""
"AGALBA 2 020","020","ALBA 2 ","  ","0173 440414","","","AG_020.01@AGENTIVITTORIA.IT","ALBA GARIBALDI",""
"AGALBA015","015","ALBA","  ","0173440334","","","","ALBA PIAVE",""
"AGALBA002","002","ALBA","  ","0173362511","","","","ALBA PIAZZA MICHELE FERRERO 3",""
"AG","5902","ALBENGA","  ","0182556070","","","","ALBENGA",""
"AGALESSANDRIALG4","LG4","ALESSANDRIA","  ","014255766","","","","ALESSANDRIA",""
"AGALESSANDRIA39323","39323","ALESSANDRIA","  ","0131253592","","","","ALESSANDRIA",""
"AGALESSANDRIA54257","54257","ALESSANDRIA","  ","013140740","","","","ALESSANDRIA",""
"AGALESSANDRIA10229","10229","ALESSANDRIA","  ","","","","","ALESSANDRIA",""
"AGALESSANDRIA01","01","ALESSANDRIA","  ","0131231620","","","","ALESSANDRIA",""
"AGALESSANDRIA455","455","ALESSANDRIA","  ","0131442427","","","","ALESSANDRIA",""
"AGALESSANDRIA120","120","ALESSANDRIA","  ","0131443260","","","","ALESSANDRIA",""
"AGALESSANDRIAI01","I01","ALESSANDRIA","  ","0131236246","","","","ALESSANDRIA",""
"AGALESSANDRIAT14","T14","ALESSANDRIA","  ","0131 445432","","","","ALESSANDRIA BORSALINO",""
"AGALESSANDRIA BORSALINO14 T ","14 T ","ALESSANDRIA BORSALINO","  ","0131445432","","","","ALESSANDRIA BORSALINO 2 ",""
"AGALESSANDRIA X12","X12","ALESSANDRIA ","  ","0131 235522","","","","ALESSANDRIA CENTRO",""
"AGALESSANDRIA CITTÃX 12","X 12","ALESSANDRIA CITTÃ","  ","0131232877","","","","ALESSANDRIA CITTÃ",""
"AGALESSANDRIA028","028","ALESSANDRIA","  ","0131 481490","","","","ALESSANDRIA CRIMEA",""
"AGALESSANDRIA026","026","ALESSANDRIA","  ","0131 252422","","","AG_026.01@AGENTIVITTORIA.IT","ALESSANDRIA DANTE",""
"AGALESSANDRIA000019","000019","ALESSANDRIA","  ","0131252614","","","","ALESSANDRIA EUROPA",""
"AGALESSANDRIA2159","2159","ALESSANDRIA","  ","0131227088","","","","ALESSANDRIA GARIBALDI",""
"AGALESSANDRIA1582","1582","ALESSANDRIA","  ","0131 254422","","","","ALESSANDRIA GENERALE - AGENZIA FACCINI E CANEPA",""
"AG135","135","ALESSANDRIA LIBERTÃ","  ","0131235522","","","","ALESSANDRIA LIBERTÃ",""
"AGALESSANDRIA MAZZINIT08","T08","ALESSANDRIA MAZZINI","  ","0131251115","","","","ALESSANDRIA MAZZINI",""
"AGALESSANDRIAT08","T08","ALESSANDRIA","  ","0131 25115","","","","ALESSANDRIA MAZZINI",""
"AGALESSANDRIA1335","1335","ALESSANDRIA","  ","01311978083","","","","ALESSANDRIA MONTELLO",""
"AGALESSANDRIA","1335","ALESSANDRIA","  ","","VIA MONTELLO, 1","15121","","ALESSANDRIA MONTELLO ",""
"AGALESSANDRIA 3LG6","LG6","ALESSANDRIA 3","  ","0131265538","","","","ALESSANDRIA VIA PIACENZA",""
"AGALESSANDRIA 2 003","003","ALESSANDRIA 2 ","  ","0131254784","","","","ALESSANDRIA VIA VERDI",""
"AGALESSANDRIA 1006","006","ALESSANDRIA 1","  ","0131263246","","","","ALESSANDRIA VIA XXIV MAGGIO",""
"AGTORINO VIA PIOA38 PANE","A38 PANE","TORINO VIA PIO","  ","011668 8575","","","","ALESSANDRO PANE",""
"AGTORINO666","666","TORINO","  ","","","","","ALIPANI MICHELE",""
"AGPADOVA01919","01919","PADOVA","  ","049600225","","","","ALL INSURANCE SRL ",""
"AGUDINE1693/907","1693/907","UDINE","  ","04321792049","","","","ALLASSISERVICE SRL",""
"AGBUSCA000000000000","000000000000","BUSCA","  ","0174945419","","","","ALLIANZ BUSCA",""
"AGSAVIGLIANO 1 232","232","SAVIGLIANO 1 ","  ","017261501","","","","ALLIANZ FOSSANO PIAZZA ROMANISIO, 39 FOSSANO",""
"AGIVREA5033","5033","IVREA","  ","0125252763","","","","ALLIANZ IVREA",""
"AGSALUZZO223","223","SALUZZO","CN","017542626","","12037","","ALLIANZ LLOYD ADRIATICO",""
"AG","ALLIANZ SANTHIÃ","SANTHIÃ","  ","0161930270","","","","ALLIANZ SANTHIÃ",""
"AGTORINOAGENZIA TORINO","AGENZIA TORINO","TORINO","  ","011 517 5006","VIA CERNAIA, 16","10122","","ALLIANZ TORINO",""
"AGVERCELLI2208","2208","VERCELLI","  ","0161257643","","","","ALLORI",""
"AGNIZZA MONFERRATO128","128","NIZZA MONFERRATO","  ","0141701186","","","","ALLOVIO",""
"AGNIZZA MONFERRATO0208","0208","NIZZA MONFERRATO","  ","0141701186","","","","ALLOVIO",""
"AGALPIGNANO035","035","ALPIGNANO","  ","0119663560","","","","ALPIGNANO",""
"AGALPIGNANO243","243","ALPIGNANO","TO","0119663560","","10091","","ALPIGNANO",""
"AGALTAMURA MAZZINI000","000","ALTAMURA MAZZINI","  ","080 311 2818","","","","ALTAMURA",""
"AGTORINO 2BFM","BFM","TORINO 2","  "," 011 352121","","","","AMINTA SRL",""
"AGANDORA958","958","ANDORA","  ","","","","ANDORA@GROUPAMA.IT","ANDORA",""
"AGSAVIGLIANO174","174","SAVIGLIANO","  ","0172712368","","","","ANDREA AMBROGGIO SRL",""
"AGTORRI DI QUARTESOLO85271","85271","TORRI DI QUARTESOLO","  ","0444525940","","","","ANTHEA SPA",""
"AGTORINO155","155","TORINO","TO","0118606511","PIAZZA CAMILLO BENSO CONTE DI CAVOUR","10123","","ANTONELLIANA",""
"AGBIELLA  85280"," 85280","BIELLA ","  ","011/5762409","","","","AON",""
"AGCUNEOAON","AON","CUNEO","  ","0171 696212","","","","AON CUNEO ",""
"AGTORINO CORSO MARCONI000","000","TORINO CORSO MARCONI","  ","0245422607","","","","AON HEWITT",""
"AGTORINO 3AON","AON","TORINO 3","  ","011576241","","","","AON SPA",""
"AGTORINO042","042","TORINO","  ","011 576241","","","","AON SPA",""
"AGMILANO85175","85175","MILANO","  ","800164800","","","","AON SPA AFFINITY",""
"AGAOSTA 15E","15E","AOSTA ","  ","016535735","","","","AOSTA",""
"AG036","036","AOSTA ","  ","0165 40281","","","","AOSTA ",""
"AGAOSTA 2 35015","35015","AOSTA 2 ","  ","0165235757","","","","AOSTA ",""
"AGAOSTA 2I03","I03","AOSTA 2","  ","0165278111","","","","AOSTA ",""
"AG40182","40182","AOSTA","  ","0165262035","","","","AOSTA",""
"AGAOSTA 004","004","AOSTA ","  ","0165 45421","","","","AOSTA",""
"AGAOSTAA","A","AOSTA","  ","016535643","","","","AOSTA",""
"AGAOSTAAOSTA","AOSTA","AOSTA","  ","0165262035","","","","AOSTA",""
"AGAOSTA3043","3043","AOSTA","  ","0165262212","","","","AOSTA",""
"AGAOSTARAQ ","RAQ ","AOSTA","  ","","","","","AOSTA",""
"AGAOSTA 2 ASD","ASD","AOSTA 2 ","  ","0165553531","","","","AOSTA 2 ",""
"AGAOSTA 352291","52291","AOSTA 3","  ","016544419 ","","","","AOSTA 2",""
"AGAOSTA 2111111","111111","AOSTA 2","  ","016543680","","","","AOSTA 2",""
"AGAOSTA 3 00031","00031","AOSTA 3 ","  "," 0165 40338","","","","AOSTA 3",""
"AGAOSTA 5 65048","65048","AOSTA 5 ","  ","0165238666","","","","AOSTA 5 ",""
"AGAOSTA GRAND COMBIN111","111","AOSTA GRAND COMBIN","  ","0165 261396","","","","AOSTA GRAND COMBIN",""
"AGAOSTA014005","014005","AOSTA","  ","0165 43680","","","","AOSTA MONTE EMILIUS",""
"AGMADONNA DELL'OLMO13","13","MADONNA DELL'OLMO","  ","0171417088","","","","APA",""
"AGAPOGEO BROKER","APOGEO BROKER","APOGEO BROKER","  ","0131821325","","","","APOGEO BROKER",""
"AGTORTONAB10","B10","TORTONA","  ","0131 821325","","","","APOGEO BROKER",""
"AGCUNEO00325","00325","CUNEO","  ","0171693326","","","","AR INTERMEDIAZIONI",""
"AGCUNEO0000","0000","CUNEO","  ","0171696783","","","INFO@ARINTERMEDIAZIONI.COM","AR INTERMEDIAZIONI",""
"AGASTINOO8","NOO8","ASTI","  ","0141530330","","","AGENZIA008@GROUPAMA.IT","ARA",""
"AGCUVEGLIO01606","01606","CUVEGLIO","  ","0332624571","","","","ARCURI SAS ",""
"AGTORINO POTENZA421","421","TORINO POTENZA","  ","011732291","","","","ARDUINO",""
"AGVERONA85195","85195","VERONA","  ","045 818 5411","","","","ARENA BROKER",""
"AGSARONNOEHO","EHO","SARONNO","  ","0296703398","","","","ARGENTA SRL",""
"AGSENIGALLIA691","691","SENIGALLIA","  ","071 7921020","","","AG_691.01@AGENTIVITTORIA.IT","ARGENTATI PATRIZIA",""
"AGVERCELLI427670098","427670098","VERCELLI","  ","0161210200","","","","ARIOSTO",""
"AGALBENGA159","159","ALBENGA","  ","0182556070","","","","ARMANINI ASSICURAZIONI",""
"AGARONA249","249","ARONA","  ","032246451","","","","ARONA",""
"AGLDS","LDS","ARONA","  ","","","","","ARONA",""
"AGARONA758","758","ARONA","  ","032248327","","","","ARONA",""
"AGARONA001","001","ARONA","  ","0322243227","","","","ARONA",""
"AGARONALD8","LD8","ARONA","  ","0322 243582","","","","ARONA",""
"AGARONA56609","56609","ARONA","  ","0322242564","","","","ARONA",""
"AGARONA306","306","ARONA","  ","0322241541","","","","ARONA",""
"AGARONA055","055","ARONA","  ","032244943","","","","ARONA",""
"AGARONA852","852","ARONA","  ","0322243582","","","","ARONA",""
"AG"," 053","ARONA LAGHI","  ","","","","","ARONA LAGHI",""
"AGARONA LAGHI GIUSTO0 5 3 ","0 5 3 ","ARONA LAGHI GIUSTO","  ","0322240611","","","","ARONA LAGHI GIUSTO",""
"AGARONA PIAVELDS CORRETTO","LDS CORRETTO","ARONA PIAVE","  ","0322243664","","","","ARONA PIAVE",""
"AGTORINOASPEVI PROGETTI SPECIALI F53","F53","TORINO","  ","","","","","ASPEVI PROGETTI SPECIALI ",""
"AGBRA","00302","BRA","  ","0172 413269","","","","ASSELLE ADELINA ",""
"AGCUNEO316","316","CUNEO","  ","017166858","AG316@AXA-AGENZIE.IT","","","ASSI - ATTIVA DI ABBONA ROBERTO",""
"AGASTI 39192","39192","ASTI ","  "," 0141592204","","","","ASSI CONSULT FGP S.N.C.",""
"AGBIELLAATO","ATO","BIELLA","  ","015 33990","","","","ASSI FIN CONSULT",""
"AGALESSANDRIA 201","201","ALESSANDRIA ","  ","0131260561","","","","ASSI.DA SAS",""
"AGTORINO 10506 ","506 ","TORINO 10","  ","0115807384","","","","ASSI.GE.CO.",""
"AGCUNEO 241X","41X","CUNEO 2","  ","0171 453693","","","","ASSI+ S.N.C. DI GRASSO OSCAR E CHIARAMELLO LUCA",""
"AGALESSANDRIA 2 0102","0102","ALESSANDRIA 2 ","  ","0131266319","","","AG0102@AXA-AGENZIE.IT","ASSIAL SAS",""
"AGCUNEO316","316","CUNEO","  ","017165858 ","","","AG0316@AXA-AGENZIE.IT","ASSI-ATTIVA ",""
"AGCUNEO041","041","CUNEO","  ","017165858","","","","ASSI-ATTIVA DI ABBONA",""
"AGBIELLA 4 39370","39370","BIELLA 4 ","  ","01534123","","","","ASSIBIELLA SRL",""
"AGASSIBORGO058","058","ASSIBORGO","  ","0171263611","","","","ASSIBORGO",""
"AGALBA 3 35004","35004","ALBA 3 ","  ","0173361771","","","","ASSIC. BISCOTTI DI BISCOTTI F. E C. SNC",""
"AGASTI0101","0101","ASTI","  ","","","","ASSICOLTURA@ASSICOLTURA.IT  ","ASSICOLTURA",""
"AGASTI 5209","209","ASTI 5","  ","01411781229","","","","ASSICOLTURA ASTI",""
"AGCHIERI 1228","228","CHIERI 1","  ","0119478462","","","","ASSICONSULSAS",""
"AGMILANOF50","F50","MILANO","  ","0240918093","","","","ASSICONSULT",""
"AGBORGARETTO56701","56701","BORGARETTO","  ","0113581239","","","","ASSICONSULT BORGARETTO",""
"AGMONDOVÃ 2 306","306","MONDOVÃ 2 ","  ","017442786","","","","ASSICONSULTA",""
"AGVIGNOLA","2281","VIGNOLA","  ","800992220","","","","ASSICOOP MODENA &amp; FERRARA S.P.A.",""
"AGMONDOVI207","207","MONDOVI","  ","017443968","","","","ASSICUNEO SAS",""
"AGIVREA2236","2236","IVREA","  ","0125616462","","","","ASSICURA SNC",""
"AGTORINO40022","40022","TORINO","TO","011745223","","","","ASSICURAZIONE CRUDO PIERA",""
"AGALBA00","00","ALBA","CN","0173440414","PIAZZA GARIBALDI 3","12051","","ASSICURAZIONI AMERIO &amp; S. SAS DI MERIO GIORGIO",""
"AGAREZZO1874","1874","AREZZO","  "," 0575 23287","","","","ASSICURAZIONI AMISSIMA INVEASS SAS DI M.L. FARINA &amp; C.",""
"AGLUSERNA SAN GIOVANNI000467","000467","LUSERNA SAN GIOVANNI","TO","0121909107","VIA I MAGGIO 39","10062","PINEROLO@CATTOLICANET.IT","ASSICURAZIONI CATTOLICA COGNO ASSICURAZIONI S.A.S.",""
"AGCIRÃNON HA COD","NON HA COD","CIRÃ","  ","0119208900","","","","ASSICURAZIONI DI STANGALINO CARLO E LAVIA ELEONORA S.N.C",""
"AGROMA5838","5838","ROMA","  ","0642903601","","","","ASSICURAZIONI QUIRINALE",""
"AGARONA0012","0012","ARONA","  ","0322248648","","","","ASSICURAZIONI ZURICH BAGUZZI GIANLUIGI - SEDE DI ARONA",""
"AGSALUZZO 2 0188","0188","SALUZZO 2 ","  ","017545398","","","","ASSICURAZIONI ZURICH DI RICCARDO GAVEGLIO",""
"AGTORINO39386","39386","TORINO","  ","0113854045","","","","ASSICURIAMO SAS",""
"AGTORINO 2ASSIDEI","ASSIDEI","TORINO 2","  ","3714703654","","","","ASSIDEI BROKER",""
"AGIVREA159","159","IVREA","  ","0125 627767","","","","ASSIDUE SAS DI LOMUSCIO ROBERTO &amp; C.",""
"AGORBASSANO02372","02372","ORBASSANO","  ","0119003462","","","","ASSIEME 2008",""
"AGTORINO02372","02372","TORINO","TO","011538012","","10141","","ASSIEME 2008 - C.SO BRUNELLESCHI",""
"AGTORINO02372-","02372-","TORINO","  ","","","","","ASSIEME 2008 - SEDE VIA BENEVAGIENNA",""
"AGBEINASCO2372 BEINASCO","2372 BEINASCO","BEINASCO","  ","0113275396","","","","ASSIEME 2008 BEINASCO",""
"AGCORSO BRESCIA2372/500","2372/500","CORSO BRESCIA","  ","0112475559","","","","ASSIEME 2008 SINISTRI CORSO BRESCIA",""
"AGTORINO 3152000","152000","TORINO 3","  ","0118998350","","","","ASSIFIN",""
"AGALESSANDRIA0582","0582","ALESSANDRIA","  ","0131251763","","","","ASSIFOUR SAS ",""
"AGTORINO 20506","0506","TORINO 2","  ","0115807384","","","AG506@AXA-AGENZIE.IT","ASSIGECO",""
"AGTORINO864","864","TORINO","  ","011595997","","","TORINOSTADIO@GROUPAMA.IT","ASSIGEST",""
"AGCOLLEGNO577","577","COLLEGNO","  ","011781088","","","","ASSIGROUP COLLEGNO",""
"AGTORINO 7577","577","TORINO 7","  ","011 661 2291","","","","ASSIGROUPE",""
"AGBERGAMO831","831","BERGAMO","  ","035299833","","","","ASSIKARIM",""
"AGASTI64573","64573","ASTI","  "," 0141324642","","","","ASSILAB",""
"AGASTI 656652","56652","ASTI 6","  ","0141532100 ","","","","ASSILAB",""
"AGASTI56652","56652","ASTI","AT","0141532100","","14100","","ASSILAB DI PUPPIONE STEFANO",""
"AGTORINO 5ZGA","ZGA","TORINO 5","  ","011 437 6632","","","","ASSILOGOS",""
"AGVIA BENEVAGIENNA 2 3 7 2 "," 2 3 7 2 ","VIA BENEVAGIENNA","  ","0113247995","","","","ASSIME 2008",""
"AGCARAGLIO222","222","CARAGLIO","  ","0171 617111","","","","ASSIMOCO CARAGLIO",""
"AGCUNEO 2220","220","CUNEO 2","  ","017164570","","","","ASSIMOCO CUNEO",""
"AGOULX35654","35654","OULX","  ","0122831082 ","","","","ASSINEVE S.N.C.",""
"AGCOMO01017","01017","COMO","  ","031 266123","","","","ASSINSUBRIA SRL",""
"AGRIVOLI321","321","RIVOLI","  ","0119531320","","","","ASSINVESTIMENTI",""
"AGTORINO1803","1803","TORINO","  ","0115185147","","","","ASSIPIEMONTE 96 S.R.L.",""
"AGMONCALIERI 3 85183","85183","MONCALIERI 3 ","  ","0116403816","","","","ASSIPIEMONTE BROKER",""
"AGCALUSO 2 1381","1381","CALUSO 2 ","  ","0119831555","","","","ASSIPIU' DI ACTIS GUIDO E BANCHIO MARCO SNC",""
"AGTORINOEA0027","EA0027","TORINO","  ","011 921 0471","","","","ASSIPO SAS",""
"AGALESSANDRIA127","127","ALESSANDRIA","  ","0131232475","","","","ASSIPOINT",""
"AGBOLLATEAMD","AMD","BOLLATE","  ","328 051 8883","","","","ASSIPROMO SAS ",""
"AGBRAASSIROERO","ASSIROERO","BRA","CN","0172 44771","","","","ASSIROERO",""
"AGTORINO S.RITA00","00","TORINO S.RITA","TO","0113242017","P.ZZA SANTA RITA DA CASCIA 6","10136","","ASSISANTARITA DI GAMBINO ANGELO &amp; C. SAS",""
"AGTORINO 5 1519","1519","TORINO 5 ","  ","0113020211","","","","ASSISTECA SPA",""
"AGMILANO0667","0667","MILANO","  ","02 877115","","","","ASSISTUDIO",""
"AGTORINO70436","70436","TORINO","  ","011537273","","","","ASSISTUDIO SRL",""
"AG0667 CORRETTO","0667 CORRETTO","ASSISTUDIO SRL CASALE MONFERRATO","  ","0142452444","","","","ASSISTUDIO SRL CASALE MONFERRATO",""
"AGOULX00","00","OULX","TO","0122832184","VIA MONGINEVRO 84","10056","","ASSISUSA DI ROBERTO FAURE SAS",""
"AGVERONA 285288","85288","VERONA 2","  ","0458094711","","","","ASSITECA",""
"AGMILANO 470457","70457","MILANO 4","  ","02546791","","","","ASSITECA SPA",""
"AGGALLIATE64473","64473","GALLIATE","  ","0321800400","","","","ASSITICINO S.R.L.",""
"AGTORINO 1372468","72468","TORINO 13","  ","0114335281","","","","ASSITORINO",""
"AGMILANO 31310","1310","MILANO 3","  ","02 325304","","","","ASSITRE SAS ",""
"AGMONTEVARCHI00410","00410","MONTEVARCHI","  ","055 982810","","","","ASSI-VAL DI DAMI CARLO E C. S.N.C. MONTEVARCHI",""
"AGTORINOADO","ADO","TORINO","  ","0115184177","","","","ASSIVI",""
"AGTORINO000432","000432","TORINO","  ","011 382 2251","","","","ASSIZETA SRL TORINO TAZZOLI",""
"AGTORINO 6AZT","AZT","TORINO 6","  ","0114376632","","","","ASSOLOGOS SRL",""
"AGASTI363","363","ASTI","  ","0141433611","","","","ASTI",""
"AGASTI2056","2056","ASTI","  ","014131780","","","","ASTI",""
"AGASTI007","007","ASTI","  ","","","","SINISTRI.TSUNAMI@AON.IT","ASTI",""
"AGASTI64261","64261","ASTI","  ","0141594317","","","CALLCENTER.DIREZIONESINISTRI@UNIPOLSAI.IT","ASTI",""
"AGASTI 2202","202","ASTI 2","  ","0141593305","","","AG0202@AXA-AGENZIE.IT","ASTI",""
"AGASTI020","020","ASTI","  ","0141557260","","","","ASTI",""
"AGASTI00","00","ASTI","  ","3493964168","","","","ASTI ",""
"AGASTI0462","0462","ASTI","  ","014131780","","","A0462@AGENZIA-AVIVA.IT","ASTI",""
"AGASTI201","201","ASTI","  ","0141531108","","","","ASTI",""
"AG0012","0012","ASTI","  ","","","","","ASTI",""
"AG01310","01310","ASTI","  ","","","","","ASTI",""
"AGASTI6018","6018","ASTI","  ","0141354149","","","","ASTI ALFIERI",""
"AGASTIT22","T22","ASTI","AT","0141 593907","VIA C. L. GRANDI, 6","14100","","ASTI ALFIERI",""
"AGASTIT22","T22","ASTI","  ","0141 593907","","","","ASTI ALFIERI",""
"AGASTI ALFIERI137","137","ASTI ALFIERI","  ","0141410683","","","","ASTI ALFIERI",""
"AGASTI ANTICA ZECCA106000","106000","ASTI ANTICA ZECCA","  ","0141434100","","","","ASTI ANTICA ZECCA",""
"AGASTI CAVALLOTTI061190","061190","ASTI CAVALLOTTI","  ","0141351269","","","","ASTI CAVALLOTTI",""
"AGASTI CICERO18D","18D","ASTI CICERO","  ","0141 531093","","","","ASTI CICERO",""
"AG","ASTI DANTE","ASTI DANTE","  ","0141531093","","","","ASTI DANTE",""
"AGASTI DANTE1406","1406","ASTI DANTE","  ","0141531093","","","","ASTI DANTE ",""
"AGASTI 138","138","ASTI ","  ","0141410683","","","","ASTI DANTE",""
"AGASTI2481","2481","ASTI","  ","014134584","","","","ASTI DEL POPOLO",""
"AGASTI14100","14100","ASTI","  ","014134437","","","","ASTI DUOMO",""
"AGASTI 2019545","019545","ASTI 2","  ","0141 34437","","","","ASTI DUOMO ",""
"AGASTI470","470","ASTI","  ","014134437","","","","ASTI DUOMO SNC",""
"AGASTI0122","0122","ASTI","  ","0141590088","","","ASTI@GROUPAMA.IT","ASTI -GAGLIARDI DIEGO",""
"AGASTI0001","0001","ASTI","  ","","","","SINISTRI@ASTIGLOBAL.IT","ASTI GLOBAL",""
"AGASTI 300011","00011","ASTI 3","  ","0141 531108","","","","ASTI GLOBAL INSURANCE",""
"AGASTI1735","1735","ASTI","  ","014131780","","","","ASTI MATTEOTTI ",""
"AGASTI 3 LV9","LV9","ASTI 3 ","  ","0141594279","","","","ASTI MEDICI",""
"AGASTIN00008","N00008","ASTI","  ","0141530330","","","AGENZIA008@GROPAMA.IT","ASTI N0008",""
"AGASTI 4T4C","T4C","ASTI 4","  ","0141538659","","","","ASTI PALIO",""
"AGASTI 2I08","I08","ASTI 2","  ","0141530684","","","","ASTI STATUTO",""
"AGASTI 5 005","005","ASTI 5 ","  ","0141592824","","","","ASTI VIA OSPEDALE",""
"AGASTIASSIBLU","ASSIBLU","ASTI","  "," 0141532331","","","","ASTIASSIBLU",""
"AGCANELLI 2 0 1 0","0 1 0","CANELLI 2 ","  ","0141835117","","","","ASTIASSIBLU",""
"AGSETTIMO18000","18000","SETTIMO","  ","0118970230","","","","AUDENINO ",""
"AGAVELLINOI09","I09","AVELLINO","  ","082528761","","","","AVELLINO",""
"AGAOSTA4589","4589","AOSTA","  ","0165-35662","","","","AVENUE CONSEIL",""
"AGAVIGLIANA 1T25","T25","AVIGLIANA 1","  ","0119313001","","","","AVIGLIANA",""
"AGAVIGLIANA31X","31X","AVIGLIANA","  ","0119342042","","","","AVIGLIANA ",""
"AGAVIGLIANA114","114","AVIGLIANA","TO","011 932 8692","CORSO LAGHI, 157","10051","","AVIGLIANA/SUSA",""
"AGSAVONA0185","0185","SAVONA","  ","010411471","","","","AVIVA",""
"AGALPIGNANO0853","0853","ALPIGNANO","  ","0119662751","","","","AVIVA ALPIGNANO",""
"AG0773","0773","AVIVA BIELLA","  ","015403033","","","","AVIVA BIELLA",""
"AGMILANO2492","2492","MILANO","  ","0227751","","","","AVIVA MILANO",""
"AGBRA0302","0302","BRA","  ","0172413269","","","","AXA",""
"AGASTI 40206","0206","ASTI 4","  ","0141593904","","","","AXA 2",""
"AGACQUI TERME013","013","ACQUI TERME","  ","0144443102","","","","AXA ASSICURAZIONI",""
"AGORBASSANO434","434","ORBASSANO","  ","0114147546","","","","AXA ASSICURAZIONI ANGELILLO ROSARIA MONICA",""
"AGVILLAFRANCA DI VERONA02411","02411","VILLAFRANCA DI VERONA","  "," 0456304234","","","","AXA ASSICURAZIONI BISSOLI &amp; PACCHERA ASSICURATORI SNC DI BISSOLI DAVIDE E PACCHERA DIEGO E VALERIANO",""
"AGDOMODOSSOLA000615","000615","DOMODOSSOLA","  ","0324240331","","","","AXA ASSICURAZIONI GUGLIELMETTI GIULIANO",""
"AGTORINO 800028","00028","TORINO 8","  "," 0114474244","","","","AXA ASSICURAZIONI VALOBRA GUY ASSICURAZIONI S.A.S. DI ENRICO VALOBRA GUY",""
"AGNUVOLERAAZS","AZS","NUVOLERA","  ","","","","","AZS",""
"AGVERCELLI 3B.B.","B.B.","VERCELLI 3","  ","0161501516","","","","B.B ASSICURAZIONI DI BELLARDITA GIUSEPPE &amp; C. S.A.S",""
"AGGENOVA0781","0781","GENOVA","  ","010593763","","","","BAGNI ASSICURAZIONI",""
"AGBAGNOLO SAN VITO SAN BIAGIOTS3","TS3","BAGNOLO SAN VITO SAN BIAGIO","  ","0376618855","","","","BAGNOLO SAN VITO SAN BIAGIO",""
"AGCASALE MONFERRATO 272316","72316","CASALE MONFERRATO 2","  ","0142781575","","","","BALDIN &amp; PARTNERS SRL",""
"AGCASALE MONFERRATO108","108","CASALE MONFERRATO","  ","0142781575","","","","BALDINE PARTNERS",""
"AGFANCU777777777","777777777","FANCU","  ","3405258004","","","","BAMBOLO WIFI",""
"AGRORETO DI CHERASCO230","230","RORETO DI CHERASCO","  ","0172486763","","","","BANCA CHERASCO",""
"AGASTI00","00","ASTI","  ","0141393111","","","","BANCA CR ",""
"AGASTI731","731","ASTI","  ","","","","SINISTRI.TSUNAMI@AON.IT","BANCA DI ASTI",""
"AGASTI001","001","ASTI","  ","","","","SINISTRI.TSUNAMI@AON.IT","BANCA DI ASTI ",""
